Num	memid	shop	good	date	price	count	category	review	web_cookie
346630	1397070332	California	110640	2014-04-24 19:05:32	3100	3	301147460	27	A1043-430258BB02295054B7
235171	1398542045	New York	110734	2014-04-24 19:54:05	9000	3	363735835	41	A1043-430258BB02295054B7
268299	1396540047	California	110695	2014-04-23 15:47:27	3400	1	319826622	34	N3205-440258BB021C8D82CA
30528	1398009371	California	110665	2014-04-23 15:56:11	5200	3	385617674	49	DCMO.VgT1sMbXk
315426	1398429535	New York	110355	2014-04-24 12:38:55	9500	3	357217321	26	N3204-440258BB021C921BCC
66057	1396396060	New York	110618	2014-04-23 23:47:40	2100	2	306729054	16	KDDI.x3kHBCgxxDbrzfsx-7zT
229183	1397962567	California	110172	2014-04-23 02:56:07	8400	1	352836139	34	N3205-440258BB021C8F32DE
259864	1398062403	New York	110775	2014-04-23 06:40:03	3300	2	394294394	27	DCMO.7QTmBCBRk
110246	1397009234	New York	110244	2014-04-24 02:07:14	5400	3	374873500	32	KDDI.x3kIBCfxxxHBCfxx-z9h
240395	1396639690	California	110849	2014-04-24 19:28:10	1200	2	389246357	34	N3205-440258BB021C8F32FE
273994	1398805006	California	110881	2014-04-24 20:56:46	6000	2	357636849	17	SBNK.xZVXd9nrxx9AAXyJTRr
50605	1398536018	California	110197	2014-04-24 18:13:38	1300	1	393253183	5	N3204-440258BB021C91D92E
171686	1396578020	California	110163	2014-04-24 02:20:20	2700	3	399348858	2	KDDI.x2kIEAfyCqXsC1nx-7zT
324436	1396699844	New York	110217	2014-04-24 12:10:44	9900	2	308142732	11	N3205-440258BB021C8F332E
26494	1398672911	New York	110394	2014-04-24 08:15:11	8300	2	306414777	35	DCMO.kXBFELyrk
138544	1398815597	New York	110803	2014-04-24 23:53:17	900	1	355556270	42	DCMO.kXBFELyrk
301118	1396887341	California	110832	2014-04-23 16:15:41	6200	2	320846536	14	A1043-430258BB022B4ED3C6
396590	1398705897	New York	110836	2014-04-24 17:24:57	800	3	315161044	40	A1044-430258BB022BE0FBF6
394172	1398659544	California	110124	2014-04-24 04:32:24	2500	2	344604888	2	DCMO.rx8rBxNBk
293578	1398098799	New York	110140	2014-04-23 16:46:39	1000	3	368170634	28	N3204-440258BB021C921C55
342614	1398001289	California	110613	2014-04-23 13:41:29	4800	2	309870102	43	DCMO.QZB5BxJfk
257776	1396882584	New York	110389	2014-04-23 14:56:24	7800	1	300940522	13	N3205-440258BB021C8F2DE4
192973	1398163292	California	110140	2014-04-24 10:41:32	200	2	341434643	32	N3205-440258BB021C8F3372
321680	1398060396	New York	110737	2014-04-23 06:06:36	1800	1	383098491	10	KDDI.x3kxERhcxWIrQ1yS-zzg
3518	1397992664	California	110464	2014-04-23 11:17:44	7100	2	370623334	18	KDDI.x3kXBRhvxqbBAMy3-7TM
208407	1397044958	California	110339	2014-04-24 12:02:38	800	2	346683010	6	N3204-440258BB021B05C0C4
326377	1398217199	California	110578	2014-04-23 01:39:59	1700	2	351875502	2	N3205-440258BB021C8F33B5
331783	1398574201	New York	110616	2014-04-23 04:50:01	4000	1	304145525	13	KDDI.x2kIERfyBVHrRhvx-ARh
291642	1396785988	California	110897	2014-04-24 12:06:28	5700	2	331986956	35	N3204-440258BB021C921CC0
223646	1396381085	California	110509	2014-04-23 19:38:05	2700	1	319482734	15	N3205-440258BB021C8F33D3
222477	1398218181	New York	110313	2014-04-23 01:56:21	6800	3	372029345	50	N3205-440258BB021C8F33D3
262058	1396528737	New York	110411	2014-04-23 12:38:57	6900	2	364733801	0	DCMO.kZrErstHk
97919	1398110815	California	110366	2014-04-23 20:06:55	7700	2	344904064	45	DCMO.7_BqE10nk
375622	1396324392	California	110681	2014-04-23 03:53:12	8600	1	342773687	1	KDDI.x2kIERfcSkHEzgcB-z-g
144050	1398668484	California	110651	2014-04-24 07:01:24	9800	1	311794108	34	KDDI.x3kIBCfcxqHxAftG--1g
290569	1396395010	New York	110487	2014-04-23 23:30:10	8700	1	317173775	28	DCMO.QbJrEnxgk
153895	1396434483	California	110752	2014-04-24 10:28:03	2500	1	396646231	41	N3204-440258BB021C921D1F
148349	1398102027	California	110206	2014-04-23 17:40:27	3200	2	371992640	43	DCMO.kbQTEMn4k
273252	1396892472	California	110208	2014-04-23 17:41:12	2000	2	315664663	46	DCMO.HzmqBxGHk
12691	1398098479	California	110109	2014-04-23 16:41:19	9000	3	303809566	38	SBNK.xbkMY-9fW8FTL9xxHEr
53617	1398185207	California	110377	2014-04-24 16:46:47	4100	1	322969033	27	N3205-440258BB021C8EEA2A
208030	1398152521	New York	110861	2014-04-24 07:42:01	9000	1	348728437	6	N3204-440258BB021C92009B
358556	1398227260	California	110317	2014-04-23 04:27:40	4400	2	307523726	34	N3204-440258BB021C91A660
348889	1398512091	California	110416	2014-04-24 11:34:51	800	3	304466361	9	N3204-440258BB021B3CEC4C
330882	1398516683	New York	110374	2014-04-24 12:51:23	3200	3	341843721	16	N3204-440258BB021B3CEC4C
20871	1398569841	New York	110455	2014-04-23 03:37:21	3300	3	322345668	46	N3204-440258BB021C91F692
157223	1398017214	New York	110346	2014-04-23 18:06:54	3500	1	330759581	50	N3204-440258BB021C921DED
322718	1398308193	New York	110279	2014-04-24 02:56:33	5900	3	361653233	8	N3204-440258BB021C921DED
354689	1398248600	California	110857	2014-04-23 10:23:20	2700	1	383632189	16	N3205-440258BB021C8EE6E3
282569	1398029833	California	110552	2014-04-23 21:37:13	6000	3	338907222	27	N3204-440258BB021C921E0A
25296	1398275901	California	110426	2014-04-23 17:58:21	9200	2	300342601	24	N3204-440258BB021C921E0A
319262	1398699375	New York	110750	2014-04-24 15:36:15	7200	3	327558527	11	N3204-440258BB021C9158A8
403667	1396742289	New York	110353	2014-04-24 23:58:09	3200	2	377302718	42	N3204-440258BB021C921E10
18419	1396903793	New York	110474	2014-04-23 20:49:53	5400	3	388157198	14	N3205-440258BB021C8F3530
264718	1398498033	California	110591	2014-04-24 07:40:33	6700	3	312007100	11	N3205-440258BB021C8F3530
28579	1398519470	California	110628	2014-04-24 13:37:50	8400	1	331038913	47	N3205-440258BB021C8F3530
216634	1398179777	California	110368	2014-04-24 15:16:17	6000	3	304346786	21	N3205-440258BB021C8F3530
291087	1396424687	New York	110783	2014-04-24 07:44:47	4900	3	375491111	24	A1044-430258BB0229B82600
202733	1398519149	New York	110594	2014-04-24 13:32:29	6100	2	335609156	12	N3204-440258BB021C72EAA1
372859	1396988157	California	110369	2014-04-24 20:15:57	8500	3	308120819	32	N3205-440258BB021C8F3558
246325	1398300902	New York	110784	2014-04-24 00:55:02	1800	3	347347519	37	N3205-440258BB021C8A8A7A
134916	1396622135	New York	110840	2014-04-24 14:35:35	2500	1	314001744	37	DCMO.7xYMEMtlk
347483	1398250259	California	110389	2014-04-23 10:50:59	900	3	359647885	32	DCMO.JrHQE01Rk
228661	1398580896	California	110458	2014-04-23 06:41:36	3900	3	341993774	5	N3205-440258BB021C8EDD57
261109	1397043957	New York	110396	2014-04-24 11:45:57	9200	2	362693367	46	N3205-440258BB021C8EDD57
394015	1398351544	California	110190	2014-04-24 14:59:04	2000	1	300947151	1	N3204-440258BB021C921E66
403260	1398685259	California	110183	2014-04-24 11:40:59	100	3	383389765	3	N3205-440258BB021C8F359F
139690	1396974165	California	110127	2014-04-24 16:22:45	2600	3	377454624	9	KDDI.x2kIrAfyB5XrAfvS-z1f
174046	1396612607	California	110835	2014-04-24 11:56:47	8800	1	342161622	7	DCMO.lc-TEL2Qk
89958	1398149580	California	110455	2014-04-24 06:53:00	7000	3	322835745	34	N3205-440258BB021C8F35D6
78754	1398475016	California	110834	2014-04-24 01:16:56	2200	2	342229562	5	N3204-440258BB021C91FCEC
117335	1396882738	California	110433	2014-04-23 14:58:58	7500	1	374448019	20	N3204-440258BB021C921EEF
143492	1398275273	New York	110309	2014-04-23 17:47:53	6700	1	383057120	8	DCMO.J_NDBzxhk
301869	1397055703	California	110838	2014-04-24 15:01:43	1100	1	329167867	12	N3205-440258BB021C8F3628
51908	1398553841	California	110189	2014-04-24 23:10:41	1100	1	304780827	32	A1044-430258BB022BC7949A
406634	1396704347	New York	110391	2014-04-24 13:25:47	1700	3	391220732	50	DCMO.rHxrExMCk
112828	1396755654	New York	110714	2014-04-24 03:40:54	7800	3	330105397	39	N3205-440258BB021C8F362F
36924	1398041739	New York	110832	2014-04-23 00:55:39	6900	3	319837065	14	N3205-440258BB021C8F362F
11449	1396446114	California	110775	2014-04-24 13:41:54	300	2	377528678	12	DCMO.x2DTExcBk
252374	1398684068	New York	110291	2014-04-24 11:21:08	1300	1	352791057	44	DCMO.kbsTBxCGk
114521	1398760221	California	110748	2014-04-24 08:30:21	2400	1	331669342	27	DCMO.HdwxsAh2k
189513	1396508341	New York	110170	2014-04-23 06:59:01	1000	1	344866218	49	DCMO.HytlB128k
6044	1398812009	New York	110766	2014-04-24 22:53:29	5700	1	344644626	20	N3204-440258BB021C920FB3
307832	1398632352	New York	110853	2014-04-23 20:59:12	7100	2	342625735	11	N3204-440258BB021C920FB3
353848	1396894656	New York	110747	2014-04-23 18:17:36	4300	1	309846360	19	N3204-440258BB021C921F36
218854	1398071905	New York	110632	2014-04-23 09:18:25	4600	2	390889772	44	N3205-440258BB021C8F366B
27954	1396589307	California	110365	2014-04-24 05:28:27	7900	1	344788597	34	N3205-440258BB021C8F36A4
112448	1396512071	California	110214	2014-04-23 08:01:11	4200	2	386650374	32	N3205-440258BB021C8F36A4
6298	1396703857	California	110501	2014-04-24 13:17:37	8400	2	303783038	37	DCMO.J48mrCCUk
202909	1398805018	New York	110830	2014-04-24 20:56:58	3000	1	352716508	9	N3204-440258BB021AF0EF93
153055	1398004183	New York	110126	2014-04-23 14:29:43	300	3	321251916	17	DCMO.txxxs-LNk
131058	1398164840	California	110108	2014-04-24 11:07:20	6400	1	354929056	12	DCMO.xSqAE0gtk
334159	1396426464	California	110471	2014-04-24 08:14:24	5800	2	323174361	47	KDDI.x3kIBCfsxqxrzhsC-7Og
312087	1398162383	California	110132	2014-04-24 10:26:23	800	1	312680178	2	DCMO.lyARr01Ck
374698	1398303040	New York	110828	2014-04-24 01:30:40	8200	3	376155050	11	N3204-440258BB021C921FCB
241023	1398328206	New York	110356	2014-04-24 08:30:06	9400	1	396973257	29	KDDI.x3kIBCf7xkIEz1tJ-73M
162316	1396488711	New York	110360	2014-04-23 01:31:51	4000	1	365925652	3	KDDI.x3kXERfsxZxERgnB-ARg
342750	1396532943	California	110115	2014-04-23 13:49:03	2100	2	303545238	21	KDDI.x2kIERfySZHxRg76-zzf
59596	1396371051	New York	110779	2014-04-23 16:50:51	4700	2	314831910	34	A1044-430258BB022B5C5835
205173	1396760872	New York	110528	2014-04-24 05:07:52	6200	1	356508978	12	N3204-440258BB021C92202E
294980	1398633722	California	110424	2014-04-23 21:22:02	5200	2	308170968	46	N3204-440258BB021C922045
235034	1396883264	California	110190	2014-04-23 15:07:44	9400	2	345332447	30	N3204-440258BB021C922049
118987	1398584041	New York	110777	2014-04-23 07:34:01	1400	2	319762325	0	N3204-440258BB021B9E6FF5
62999	1398755829	New York	110303	2014-04-24 07:17:09	9200	3	318612463	43	N3205-440258BB021C8F37B9
406077	1398714410	California	110138	2014-04-24 19:46:50	400	3	318260584	44	DCMO.HzmrB9dsk
141616	1396713226	California	110221	2014-04-24 15:53:46	600	2	326172632	0	N3205-440258BB021C8E38BF
120724	1398660338	California	110743	2014-04-24 04:45:38	3200	3	388636069	39	DCMO.kdTDrQfBk
237420	1396725068	California	110239	2014-04-24 19:11:08	8300	2	316914741	1	N3204-440258BB021C91DEEF
332481	1398515216	New York	110460	2014-04-24 12:26:56	700	1	317805558	49	N3205-440258BB021C8F3816
20282	1398225475	California	110100	2014-04-23 03:57:55	1500	2	365180192	33	N3204-440258BB021C9220D7
151978	1396621611	California	110461	2014-04-24 14:26:51	9400	2	364054294	39	N3204-440258BB021C9220D7
262697	1398265376	California	110553	2014-04-23 15:02:56	200	1	321445720	22	DCMO.ky_MEMxrk
126161	1396313752	New York	110851	2014-04-23 00:55:52	3500	2	383505054	8	N3205-440258BB021C8F3823
314232	1398205208	California	110746	2014-04-24 22:20:08	9500	2	386535705	50	DCMO.rAbxrExdk
201437	1398193258	California	110793	2014-04-24 19:00:58	400	1	338533439	43	KDDI.x2kIrAfy6gIr3fx3-zzf
43449	1398244861	California	110865	2014-04-23 09:21:01	700	3	390202817	40	N3204-440258BB021C42E219
24255	1396773947	New York	110291	2014-04-24 08:45:47	1200	1	333157913	35	N3204-440258BB021BA72031
89342	1396329658	New York	110496	2014-04-23 05:20:58	8000	3	348512605	46	N3204-440258BB021BA72031
409054	1396502792	New York	110356	2014-04-23 05:26:32	10000	3	351263394	21	DCMO.txwRrht7k
40271	1396986045	California	110300	2014-04-24 19:40:45	7700	3	376165950	26	DCMO.lNvxEEhlk
206787	1398428626	New York	110536	2014-04-24 12:23:46	2900	3	395246628	25	DCMO.lNvxEEhlk
164239	1398741656	New York	110348	2014-04-24 03:20:56	9900	3	398995731	40	DCMO.HXbxBAGxk
207731	1396764094	California	110612	2014-04-24 06:01:34	3200	3	325155169	14	N3205-440258BB021C8F389D
188379	1396621808	California	110704	2014-04-24 14:30:08	1400	3	353099657	4	N3205-440258BB021C8F38AC
166250	1398249412	New York	110291	2014-04-23 10:36:52	4600	2	329215286	5	DCMO.HyHIERN7K
225253	1396430480	New York	110219	2014-04-24 09:21:20	9600	3	343638003	7	N3204-440258BB021C92218D
352844	1398171313	California	110784	2014-04-24 12:55:13	3300	3	319770576	30	N3205-440258BB021C8F38C0
248560	1398618835	California	110689	2014-04-23 17:13:55	5400	2	341039108	36	DCMO.xSqrB1v2k
191123	1398595885	California	110449	2014-04-23 10:51:25	3300	1	325677606	16	AWS1SV01.440258BB021CF2D413
166314	1396908085	California	110311	2014-04-23 22:01:25	700	1	389862796	49	AWS1SV01.440258BB021CF2D413
290913	1396354877	New York	110635	2014-04-23 12:21:17	1900	2	378660512	22	DCMO.lbqqs9Gxk
182025	1398514553	New York	110266	2014-04-24 12:15:53	3200	3	315321926	4	N3205-440258BB021C8F3923
239561	1396393648	California	110113	2014-04-23 23:07:28	9300	2	368357775	7	DCMO.xxZxsDSJk
74794	1396922422	California	110645	2014-04-24 02:00:22	6600	3	359441725	7	N3204-440258BB021C922257
397960	1398677939	New York	110192	2014-04-24 09:38:59	4000	2	386203109	15	N3204-440258BB021C92225E
97839	1398456735	New York	110693	2014-04-24 20:12:15	7300	2	379472339	6	N3204-440258BB021C92227C
162839	1396890987	New York	110763	2014-04-23 17:16:27	9800	3	331129437	31	DCMO.7pJQr_Z0k
373394	1398025632	California	110840	2014-04-23 20:27:12	9100	1	369539682	5	N3204-440258BB021C9222DC
333416	1398634502	New York	110337	2014-04-23 21:35:02	5800	2	380450389	30	N3204-440258BB021C9222F2
297573	1396516989	New York	110503	2014-04-23 09:23:09	8500	1	369021800	27	KDDI.x2kIEAfyGZIsCgJx-7zT
323163	1398586608	California	110600	2014-04-23 08:16:48	1600	3	390631863	44	DCMO.HNm8r_6Gk
46218	1398078854	New York	110836	2014-04-23 11:14:14	8500	2	366418399	43	DCMO.HNm8r_6Gk
231219	1398368877	California	110271	2014-04-24 19:47:57	7900	2	368971323	19	KDDI.x3kXBRhvx5cBAgsG-7O5
312355	1398444676	New York	110320	2014-04-24 16:51:16	6900	1	371835520	48	KDDI.x2kIrAfcSWxrA1tS--9f
399234	1398152171	New York	110222	2014-04-24 07:36:11	7700	1	314619220	18	KDDI.x2kIrAfy25ImQ1sB-zCM
318922	1397975704	California	110258	2014-04-23 06:35:04	8400	1	393464703	43	KDDI.x3kLBRfxxZIrz1vx-7Og
315668	1397079859	New York	110813	2014-04-24 21:44:19	1300	1	305288781	7	KDDI.x3kLBRfxxZIrz1vx-7Og
352004	1396669140	California	110725	2014-04-24 03:39:00	7800	1	374937341	0	DCMO.xSqErE07k
288770	1396801094	New York	110231	2014-04-24 16:18:14	9400	1	364949435	32	N3205-440258BB021C8F20E8
24581	1396677631	New York	110343	2014-04-24 06:00:31	9500	1	311244465	23	N3205-440258BB021C8F20E8
374444	1398033454	California	110648	2014-04-23 22:37:34	5700	2	330105455	17	DCMO.7_OxrOZyk
235566	1398327803	New York	110670	2014-04-24 08:23:23	5800	2	368438342	10	N3205-440258BB021C668345
98008	1398774444	New York	110703	2014-04-24 12:27:24	6500	1	361783684	4	N3205-440258BB021C668345
324413	1396428084	New York	110646	2014-04-24 08:41:24	3400	1	330926979	0	AWS1SV01.430258BB02219173EB
127534	1397046188	California	110114	2014-04-24 12:23:08	3400	3	371497460	39	N3204-440258BB021C71C814
134276	1396890528	New York	110636	2014-04-23 17:08:48	7000	3	339414499	3	N3204-440258BB021C71C814
331376	1397009302	California	110676	2014-04-24 02:08:22	3300	2	341376351	12	N3204-440258BB021B3D5D28
406100	1398376594	New York	110425	2014-04-24 21:56:34	4800	1	390493003	7	A1044-430258BB02297CBAA8
336017	1396433459	New York	110748	2014-04-24 10:10:59	6700	1	373262335	35	N3204-440258BB021C9223E2
206548	1397040168	California	110214	2014-04-24 10:42:48	3500	3	340717494	40	N3205-440258BB021C8F06C7
135296	1396567461	California	110297	2014-04-23 23:24:21	5300	2	337304784	46	DCMO.kXOrBndBk
327200	1398075799	New York	110629	2014-04-23 10:23:19	2200	3	340567560	31	DCMO.kXOrBndBk
208022	1397072220	California	110897	2014-04-24 19:37:00	7100	1	303391754	43	N3205-440258BB021C8F3B16
163305	1398118022	New York	110163	2014-04-23 22:07:02	2900	2	336052086	38	KDDI.x3kIBCfxxqcr3g72-z91
132965	1398283845	New York	110224	2014-04-23 20:10:45	6900	2	362369602	25	DCMO.V83QsyxcK
343096	1396681027	California	110787	2014-04-24 06:57:07	900	3	344958132	22	DCMO.xJ71EM2qk
361742	1398631990	California	110688	2014-04-23 20:53:10	4200	2	310224630	37	SBNK.ZbkMY-9gxLTTM-f5HEr
179182	1396350019	New York	110292	2014-04-23 11:00:19	1400	2	342119622	4	SBNK.bZqxdxLWN7rzctxyNMA
369533	1396356162	New York	110559	2014-04-23 12:42:42	1400	3	311798296	37	KDDI.x3kcBChJxDXERg7x--CM
52832	1398500811	California	110781	2014-04-24 08:26:51	7200	2	386086885	25	N3204-440258BB021B7ED7C6
209217	1396657787	New York	110228	2014-04-24 00:29:47	2400	3	339905528	8	KDDI.x2kIERfc6gINz1nx-z-g
60019	1398336155	California	110200	2014-04-24 10:42:35	3500	3	343903701	16	KDDI.x2kIERfc6gINz1nx-z-g
338849	1398636738	California	110783	2014-04-23 22:12:18	5900	2	391735083	0	DCMO.Q76Hsyx3k
99444	1397074123	New York	110313	2014-04-24 20:08:43	5900	1	362093264	39	N3204-440258BB021C9224AB
184318	1398392296	California	110620	2014-04-24 02:18:16	9600	1	360630142	17	SBNK.bbkMY-9nRLQ3M0x1HEr
88086	1396466764	New York	110676	2014-04-24 19:26:04	8600	1	360045710	48	SBNK.bbkMY-9nRLQ3M0x1HEr
304819	1398647664	New York	110500	2014-04-24 01:14:24	1600	3	368569873	42	DCMO.kxYlE1MGk
305980	1398708993	California	110487	2014-04-24 18:16:33	7500	1	304449000	43	N3204-440258BB021C922503
312459	1396395661	New York	110422	2014-04-23 23:41:01	8400	1	390657391	30	N3204-440258BB021C922526
393787	1398137202	New York	110794	2014-04-24 03:26:42	8600	3	316453905	16	N3204-440258BB021C922531
280730	1396579950	California	110220	2014-04-24 02:52:30	6400	1	322580557	7	KDDI.x2kIEAfy6DMrz1JS--C1
175754	1398635496	California	110531	2014-04-23 21:51:36	4200	3	382748557	5	N3204-440258BB021C91EB28
236784	1396435875	California	110770	2014-04-24 10:51:15	400	1	384960721	42	KDDI.x2kIrAfc6gMsC1s6-zCh
408425	1396724196	California	110710	2014-04-24 18:56:36	8500	2	349467038	25	DCMO.lxWEBAxwk
389575	1398607117	New York	110316	2014-04-23 13:58:37	7500	1	356750743	47	DCMO.lxWEBAxwk
172781	1398545891	California	110205	2014-04-24 20:58:11	7900	1	393147652	17	N3205-440258BB021C8F3CCA
182609	1398140465	California	110854	2014-04-24 04:21:05	6000	3	353401309	34	A1044-430258BB022B1C946A
52196	1396902298	New York	110308	2014-04-23 20:24:58	6300	3	353269802	49	N3204-440258BB021C9225EE
292483	1398511676	California	110581	2014-04-24 11:27:56	3000	1	392236775	20	DCMO.HwxRsW2kk
235149	1396534071	New York	110543	2014-04-23 14:07:51	5300	1	393126176	25	DCMO.HwxRsW2kk
147557	1396489563	New York	110691	2014-04-23 01:46:03	3800	1	347665538	30	A1044-430258BB022AD5FB04
385235	1398088833	California	110140	2014-04-23 14:00:33	4000	2	304159280	15	A1044-430258BB022AD5FB04
317024	1397968208	New York	110871	2014-04-23 04:30:08	8000	1	317132567	46	DCMO.rmNErONDk
131091	1398012693	California	110748	2014-04-23 16:51:33	1100	1	352799095	25	DCMO.rmNErONDk
199466	1397022924	New York	110791	2014-04-24 05:55:24	8900	2	312781092	19	N3204-440258BB021C82C1D0
55434	1398002245	California	110659	2014-04-23 13:57:25	10000	1	391324544	9	DCMO.VxTxr3N6k
216024	1396735567	New York	110458	2014-04-24 22:06:07	2600	1	328089008	5	KDDI.x3kxERfc6xXrzfyJ-A9f
